4,euclideanDistance,33,2,mutator_vpa_n_operation,0
4,euclideanDistance,33,7,mutator_vpa_n_operation,0
4,euclideanDistance,33,8,mutator_vpa_n_operation,0
4,euclideanDistance,33,25,mutator_vpa_n_operation,0
4,euclideanDistance,34,2,mutator_vpa_n_operation,0
4,euclideanDistance,34,7,mutator_vpa_n_operation,0
4,euclideanDistance,34,8,mutator_vpa_n_operation,0
4,euclideanDistance,34,25,mutator_vpa_n_operation,0
4,euclideanDistance,35,2,mutator_vpa_n_operation,0
4,euclideanDistance,35,7,mutator_vpa_n_operation,0
4,euclideanDistance,35,8,mutator_vpa_n_operation,0
4,euclideanDistance,35,25,mutator_vpa_n_operation,0
